offense_id,incident_id,attempt_complete_flag,location_id,agency_id,incident_date,incident_hour,cleared_except_id,cleared_except_date,,incident_id,offender_id,age,sex_code,Offense- Offense ID,Offense-Incident ID,Offense- Offense Type ID,Offense-Location ID
92642480,84777941,C,20,20073,2/7/2016 0:00,16,6,,,84777941,95599362,40,M,92642480,84777941,56,20
,,,,,,,,,,84777941,95598669,33,F,92642480,84777941,56,20
92642617,84778064,C,25,20051,4/14/2016 0:00,10,6,,,84778064,95599503,,U,92642617,84778064,56,25
,,,,,,,,,,84778064,95599502,31,F,92642617,84778064,56,25
92642938,84778310,C,20,20065,3/27/2016 0:00,19,6,,,84778310,95599796,59,M,92642938,84778310,56,20
92643054,84778392,C,41,20073,3/8/2016 0:00,23,4,3/31/2016 0:00,,84778392,95599929,19,M,92643054,84778392,56,41
92643487,84778484,C,18,20051,5/8/2016 0:00,7,6,,,84778484,95601054,,U,92643487,84778484,56,18
92642414,84778618,C,25,20073,1/30/2016 0:00,0,6,,,84778618,95598618,49,M,92642414,84778618,56,25
92644399,84779463,C,20,20088,5/3/2016 0:00,21,6,,,84779463,95601273,56,M,92644399,84779463,56,20
92646308,84780375,C,13,20051,5/26/2016 0:00,23,4,5/31/2016 0:00,,84780375,95603170,28,M,92646308,84780375,56,13
92645544,84780426,C,20,20090,4/6/2016 0:00,10,6,,,84780426,95603242,18,M,92645544,84780426,56,20
92644518,84780566,C,18,20085,5/5/2016 0:00,12,6,,,84780566,95601396,40,M,92644518,84780566,56,18
92644702,84780714,C,41,20085,5/16/2016 0:00,10,5,5/18/2016 0:00,,84780714,95601595,15,M,92644702,84780714,56,41
92644936,84780931,C,25,20051,5/18/2016 0:00,14,6,,,84780931,95601806,64,M,92644936,84780931,56,25
92646198,84781144,C,5,20100,5/23/2016 0:00,19,6,,,84781144,95603070,61,M,92646198,84781144,56,5
92646226,84781161,C,20,20090,3/18/2016 0:00,17,6,,,84781161,95602259,14,M,92646226,84781161,56,20
92646368,84781287,C,20,20094,5/15/2016 0:00,16,6,,,84781287,95603225,63,M,92646368,84781287,56,20
92646692,84781755,C,25,20065,5/5/2016 0:00,19,6,,,84781755,95603551,27,M,92646692,84781755,56,25
92647643,84782382,C,40,20065,5/11/2016 0:00,16,6,,,84782382,95604523,13,M,92647643,84782382,56,40
92646752,84782628,C,20,20108,5/16/2016 0:00,16,4,5/16/2016 0:00,,84782628,95603610,30,F,92646752,84782628,56,20
92647640,84783120,C,40,20065,5/11/2016 0:00,16,6,,,84783120,95604517,13,M,92647640,84783120,56,40
92650310,84784161,C,41,20065,5/18/2016 0:00,13,6,,,84784161,95606434,13,M,92650310,84784161,56,41
92650349,84785030,C,20,20139,5/13/2016 0:00,13,6,,,84785030,95607167,42,M,92650349,84785030,56,20
92651506,84785992,C,13,20065,5/25/2016 0:00,22,6,,,84785992,95608322,25,M,92651506,84785992,56,13
92652046,84786473,C,20,20148,2/4/2016 0:00,13,2,5/31/2016 0:00,,84786473,95609627,11,M,92652046,84786473,56,20
92652393,84786891,C,20,20144,1/14/2016 0:00,19,6,,,84786891,95608540,15,M,92652393,84786891,56,20
92652480,84786965,C,20,20144,2/14/2016 0:00,23,6,,,84786965,95608611,13,M,92652480,84786965,56,20
,,,,,,,,,,84786965,95608609,14,M,92652480,84786965,56,20
92652984,84787389,C,20,20135,4/16/2016 0:00,12,4,4/17/2016 0:00,,84787389,95609832,16,M,92652984,84787389,56,20
92652930,84787619,C,20,20105,2/4/2016 0:00,23,6,,,84787619,95609775,27,F,92652930,84787619,56,20
,,,,,,,,,,84787619,95609777,22,M,92652930,84787619,56,20
92656543,84789816,C,20,20148,5/20/2016 0:00,9,2,5/31/2016 0:00,,84789816,95613473,41,M,92656543,84789816,56,20
92655445,84790549,C,43,20105,2/27/2016 0:00,8,6,,,84790549,95612202,43,M,92655445,84790549,56,43
92656462,84790679,C,20,20135,5/20/2016 0:00,11,6,,,84790679,95612308,12,M,92656462,84790679,56,20
92656548,84790755,C,18,20148,5/9/2016 0:00,20,4,5/31/2016 0:00,,84790755,95613476,29,M,92656548,84790755,56,18
92656610,84790809,C,41,20170,5/26/2016 0:00,15,6,,,84790809,95613537,6,M,92656610,84790809,56,41
,,,,,,,,,,84790809,95612394,10,M,92656610,84790809,56,41
92658314,84791500,C,20,20105,4/1/2016 0:00,20,6,,,84791500,95614314,24,M,92658314,84791500,56,20
92658540,84791701,C,4,20105,3/27/2016 0:00,0,6,,,84791701,95615328,,U,92658540,84791701,56,4
92663189,84795854,C,20,20189,4/24/2016 0:00,21,6,,,84795854,95620080,38,M,92663189,84795854,56,20
92663558,84796175,C,41,20105,4/23/2016 0:00,11,4,5/23/2016 0:00,,84796175,95620448,13,M,92663558,84796175,56,41
92662002,84796563,C,20,20129,3/20/2016 0:00,13,6,,,84796563,95619485,50,M,92662002,84796563,56,20
92663040,84796812,C,41,20105,2/25/2016 0:00,13,4,5/17/2016 0:00,,84796812,95619797,11,M,92663040,84796812,56,41
92666801,84798275,C,20,20200,5/30/2016 0:00,20,6,,,84798275,95623499,51,M,92666801,84798275,56,20
92666046,84798397,C,31,20198,5/23/2016 0:00,11,6,,,84798397,95622848,57,M,92666046,84798397,56,31
92672212,84802329,C,20,20212,4/4/2016 0:00,6,6,,,84802329,95627753,24,M,92672212,84802329,56,20
92669938,84803018,C,18,20129,4/8/2016 0:00,14,2,5/4/2016 0:00,,84803018,95626718,16,M,92669938,84803018,56,18
92672679,84803692,C,41,20212,4/28/2016 0:00,10,6,,,84803692,95628445,14,M,92672679,84803692,56,41
92672742,84803743,C,20,20129,4/22/2016 0:00,7,6,,,84803743,95629274,,M,92672742,84803743,56,20
92673417,84804308,C,20,20129,4/28/2016 0:00,15,6,,,84804308,95629893,,,92673417,84804308,56,20
92671614,84804606,C,13,20212,5/1/2016 0:00,19,6,,,84804606,95628360,14,M,92671614,84804606,56,13
,,,,,,,,,,84804606,95628361,14,M,92671614,84804606,56,13
92671623,84804614,C,20,20185,5/15/2016 0:00,0,6,,,84804614,95628365,,U,92671623,84804614,56,20
92671825,84804807,C,20,20185,4/25/2016 0:00,0,6,,,84804807,95628576,49,M,92671825,84804807,56,20
92671842,84804822,C,20,20212,4/4/2016 0:00,12,6,,,84804822,95628591,59,F,92671842,84804822,56,20
92673140,84805025,C,20,20212,5/1/2016 0:00,12,6,,,84805025,95629627,59,F,92673140,84805025,56,20
92672096,84805028,C,20,20216,2/16/2016 0:00,16,2,5/24/2016 0:00,,84805028,95628850,53,M,92672096,84805028,56,20
92674077,84805860,C,20,20216,5/19/2016 0:00,20,6,,,84805860,95631513,70,M,92674077,84805860,56,20
92676325,84806247,C,20,20211,2/29/2016 0:00,13,6,,,84806247,95632084,49,M,92676325,84806247,56,20
92674942,84806728,C,20,20211,1/11/2016 0:00,17,2,2/2/2016 0:00,,84806728,95631514,38,M,92674942,84806728,56,20
92676147,84806909,C,25,20216,5/26/2016 0:00,22,6,,,84806909,95630884,56,M,92676147,84806909,56,25
92677568,84808106,C,25,20229,5/26/2016 0:00,,6,,,84808106,95633898,,,92677568,84808106,56,25
92678672,84808364,C,20,20232,2/25/2016 0:00,,6,,,84808364,95634372,47,M,92678672,84808364,56,20
92676984,84808614,C,20,20211,4/20/2016 0:00,15,6,,,84808614,95632711,25,M,92676984,84808614,56,20
92680114,84810567,C,25,20234,1/13/2016 0:00,,6,,,84810567,95634829,,,92680114,84810567,56,25
92680318,84810750,C,20,20211,5/5/2016 0:00,14,6,,,84810750,95636052,,M,92680318,84810750,56,20
92679723,84810950,C,20,20239,5/1/2016 0:00,15,6,,,84810950,95636010,19,M,92679723,84810950,56,20
92679784,84810981,C,20,20239,4/9/2016 0:00,12,2,5/18/2016 0:00,,84810981,95637068,42,M,92679784,84810981,56,20
92681606,84811909,C,20,20211,5/10/2016 0:00,12,2,5/11/2016 0:00,,84811909,95637907,18,M,92681606,84811909,56,20
92681619,84811917,C,20,20211,5/10/2016 0:00,11,6,,,84811917,95636944,17,M,92681619,84811917,56,20
92684123,84813292,C,4,20211,5/14/2016 0:00,13,6,,,84813292,95639813,64,F,92684123,84813292,56,4
92684128,84813296,C,4,20211,5/14/2016 0:00,13,6,,,84813296,95638849,60,M,92684128,84813296,56,4
92682974,84813569,C,20,20237,5/19/2016 0:00,12,6,,,84813569,95638695,32,M,92682974,84813569,56,20
92683576,84813762,C,11,20211,5/14/2016 0:00,13,6,,,84813762,95638895,60,M,92683576,84813762,56,11
92684073,84814760,C,20,20105,1/1/2016 0:00,8,6,,,84814760,95640372,,U,92684073,84814760,56,20
92685095,84815123,C,20,20211,5/20/2016 0:00,12,6,,,84815123,95641741,,,92685095,84815123,56,20
92687672,84816504,C,20,20211,5/27/2016 0:00,12,2,5/27/2016 0:00,,84816504,95642967,43,M,92687672,84816504,56,20
92690347,84819037,C,20,20105,5/7/2016 0:00,21,6,,,84819037,95644944,27,M,92690347,84819037,56,20
92698271,84825728,C,20,20297,4/1/2016 0:00,0,6,,,84825728,95652690,42,F,92698271,84825728,56,20
92698859,84826274,C,20,20287,5/24/2016 0:00,18,6,,,84826274,95655296,43,M,92698859,84826274,56,20
92699160,84826279,C,20,20308,5/13/2016 0:00,8,6,,,84826279,95655303,13,F,92699160,84826279,56,20
92703143,84829401,C,20,20309,1/1/2016 0:00,12,4,5/14/2016 0:00,,84829401,95659168,8,M,92703143,84829401,56,20
92701826,84829639,C,21,20129,5/12/2016 0:00,15,4,5/12/2016 0:00,,84829639,95656883,58,M,92701826,84829639,56,21
92703328,84830052,C,20,20309,1/1/2016 0:00,0,2,5/13/2016 0:00,,84830052,95659343,62,F,92703328,84830052,56,20
92703813,84830937,C,20,20129,4/10/2016 0:00,20,2,5/15/2016 0:00,,84830937,95658813,55,M,92703813,84830937,56,20
92705305,84831882,C,41,20309,5/9/2016 0:00,13,4,5/9/2016 0:00,,84831882,95660336,13,M,92705305,84831882,56,41
92705496,84832053,C,20,20327,1/9/2016 0:00,,6,,,84832053,95660539,23,M,92705496,84832053,56,20
92705765,84832277,C,20,20318,5/17/2016 0:00,,6,,,84832277,95660788,10,M,92705765,84832277,56,20
92707461,84833821,C,20,20331,4/29/2016 0:00,,6,,,84833821,95662412,27,M,92707461,84833821,56,20
92707838,84834143,C,20,20339,5/2/2016 0:00,21,6,,,84834143,95662785,55,M,92707838,84834143,56,20
92710630,84836025,C,20,20343,5/11/2016 0:00,16,6,,,84836025,95665811,22,M,92710630,84836025,56,20
92710942,84836248,C,20,20354,4/6/2016 0:00,10,6,,,84836248,95666122,,M,92710942,84836248,56,20
92711697,84837241,C,8,20354,5/4/2016 0:00,8,6,,,84837241,95667587,21,M,92711697,84837241,56,8
92712758,84837503,C,20,20289,1/15/2016 0:00,11,6,,,84837503,95667902,58,M,92712758,84837503,56,20
92711613,84837642,C,25,20289,1/4/2016 0:00,14,6,,,84837642,95667513,17,M,92711613,84837642,56,25
92711955,84837919,C,1,20289,1/14/2016 0:00,17,6,,,84837919,95666877,16,M,92711955,84837919,56,1
92713141,84838046,C,8,20354,5/7/2016 0:00,16,6,,,84838046,95667988,21,M,92713141,84838046,56,8
92713212,84838110,C,20,20354,5/8/2016 0:00,1,6,,,84838110,95668096,46,M,92713212,84838110,56,20
92712071,84838525,C,20,20289,1/8/2016 0:00,23,6,,,84838525,95667927,23,M,92712071,84838525,56,20
92712989,84838695,C,20,20360,1/15/2016 0:00,16,6,,,84838695,95668184,10,M,92712989,84838695,56,20
92714346,84838983,C,14,20289,2/11/2016 0:00,7,6,,,84838983,95669459,32,M,92714346,84838983,56,14
92714484,84839114,C,20,20289,2/8/2016 0:00,8,2,5/19/2016 0:00,,84839114,95669624,33,F,92714484,84839114,56,20
,,,,,,,,,,84839114,95669621,9,M,92714484,84839114,56,20
92714953,84839485,C,20,20289,2/28/2016 0:00,21,6,,,84839485,95670113,52,M,92714953,84839485,56,20
92714412,84839521,C,13,20289,2/15/2016 0:00,3,2,5/9/2016 0:00,,84839521,95668607,31,M,92714412,84839521,56,13
92714501,84839611,C,20,20356,1/8/2016 0:00,1,6,,,84839611,95668703,13,F,92714501,84839611,56,20
,,,,,,,,,,84839611,95668701,18,M,92714501,84839611,56,20
92714077,84839809,C,5,20354,5/14/2016 0:00,12,6,,,84839809,95668871,44,M,92714077,84839809,56,5
92715444,84840148,C,20,20289,3/2/2016 0:00,20,6,,,84840148,95670312,14,M,92715444,84840148,56,20
92716133,84840638,C,20,20289,2/25/2016 0:00,21,6,,,84840638,95670280,26,M,92716133,84840638,56,20
92716551,84840973,C,20,20356,3/21/2016 0:00,12,6,,,84840973,95671735,38,M,92716551,84840973,56,20
92718112,84841438,C,20,20363,5/12/2016 0:00,0,6,,,84841438,95673224,49,F,92718112,84841438,56,20
92716096,84841742,C,14,20356,4/3/2016 0:00,8,6,,,84841742,95670957,50,M,92716096,84841742,56,14
,,,,,,,,,,84841742,95670956,45,M,92716096,84841742,56,14
92717304,84841919,C,20,20289,3/16/2016 0:00,22,2,5/7/2016 0:00,,84841919,95672210,37,M,92717304,84841919,56,20
92717782,84842311,C,20,20356,4/22/2016 0:00,2,6,,,84842311,95673634,18,M,92717782,84842311,56,20
,,,,,,,,,,84842311,95673633,40,F,92717782,84842311,56,20
92718626,84842407,C,20,20289,3/23/2016 0:00,19,2,5/26/2016 0:00,,84842407,95673734,49,M,92718626,84842407,56,20
92720284,84843929,C,20,20354,5/31/2016 0:00,17,6,,,84843929,95674349,15,M,92720284,84843929,56,20
92719718,84844583,C,20,20356,5/2/2016 0:00,9,6,,,84844583,95674539,25,M,92719718,84844583,56,20
,,,,,,,,,,84844583,95675551,20,F,92719718,84844583,56,20
,,,,,,,,,,84844583,95674542,20,M,92719718,84844583,56,20
,,,,,,,,,,84844583,95674541,23,M,92719718,84844583,56,20
92720733,84844792,C,5,20356,5/3/2016 0:00,8,6,,,84844792,95675822,52,M,92720733,84844792,56,5
92723948,84848041,C,20,20385,4/11/2016 0:00,17,6,,,84848041,95678683,53,M,92723948,84848041,56,20
92725564,84848942,C,20,20356,5/18/2016 0:00,10,6,,,84848942,95680294,16,M,92725564,84848942,56,20
92726370,84849052,C,20,20289,4/6/2016 0:00,16,6,,,84849052,95680447,18,M,92726370,84849052,56,20
92731714,84854170,C,15,20402,5/22/2016 0:00,20,4,5/25/2016 0:00,,84854170,95686320,40,M,92731714,84854170,56,15
92733024,84855222,C,13,20406,5/1/2016 0:00,1,6,,,84855222,95687833,,U,92733024,84855222,56,13
92733385,84855755,C,29,20289,5/9/2016 0:00,17,2,5/19/2016 0:00,,84855755,95686984,19,M,92733385,84855755,56,29
92733424,84855788,C,21,20406,5/1/2016 0:00,3,6,,,84855788,95687019,48,M,92733424,84855788,56,21
92733095,84855818,C,25,20406,5/1/2016 0:00,18,2,5/23/2016 0:00,,84855818,95687899,12,M,92733095,84855818,56,25
,,,,,,,,,,84855818,95687900,10,M,92733095,84855818,56,25
,,,,,,,,,,84855818,95687896,,U,92733095,84855818,56,25
,,,,,,,,,,84855818,95687894,,U,92733095,84855818,56,25
92735051,84857102,C,20,20406,5/15/2016 0:00,9,6,,,84857102,95688866,35,M,92735051,84857102,56,20
92735322,84857119,C,20,20289,5/9/2016 0:00,16,2,5/19/2016 0:00,,84857119,95688887,45,M,92735322,84857119,56,20
92737865,84859438,C,25,20289,5/17/2016 0:00,0,6,,,84859438,95692393,50,M,92737865,84859438,56,25
92739223,84860209,C,25,20289,1/1/2016 0:00,7,6,,,84860209,95692750,25,M,92739223,84860209,56,25
92739238,84860685,C,20,20408,5/3/2016 0:00,18,5,5/25/2016 0:00,,84860685,95692771,15,M,92739238,84860685,56,20
92740228,84860937,C,20,20408,5/4/2016 0:00,14,6,,,84860937,95693973,18,M,92740228,84860937,56,20
92739743,84861092,C,5,20420,1/19/2016 0:00,14,2,5/18/2016 0:00,,84861092,95694290,27,M,92739743,84861092,56,5
92741047,84862656,C,18,20289,5/21/2016 0:00,3,4,5/24/2016 0:00,,84862656,95694984,21,M,92741047,84862656,56,18
92741954,84863702,C,20,20408,4/2/2016 0:00,0,6,,,84863702,95696480,54,M,92741954,84863702,56,20
92743793,84864400,C,20,20427,1/19/2016 0:00,17,6,,,84864400,95698291,25,M,92743793,84864400,56,20
92744701,84865018,C,14,20289,5/29/2016 0:00,22,6,,,84865018,95699351,24,M,92744701,84865018,56,14
92746492,84866494,C,20,20289,5/2/2016 0:00,14,6,,,84866494,95701127,36,M,92746492,84866494,56,20
92749609,84868920,C,20,20429,2/5/2016 0:00,10,6,,,84868920,95703003,27,F,92749609,84868920,56,20
92750633,84869500,C,20,20429,3/27/2016 0:00,5,6,,,84869500,95705199,37,M,92750633,84869500,56,20
,,,,,,,,,,84870508,95705368,6,M,92750814,84870508,56,20
92750814,84870508,C,20,20439,5/12/2016 0:00,,6,,,84870508,95705371,6,M,92750814,84870508,56,20
92751636,84870705,C,20,20437,2/22/2016 0:00,16,4,5/19/2016 0:00,,84870705,95705463,13,M,92751636,84870705,56,20
92752752,84871461,C,20,20408,5/21/2016 0:00,8,6,,,84871461,95707319,56,M,92752752,84871461,56,20
92752959,84872653,C,14,20408,5/31/2016 0:00,14,6,,,84872653,95708047,36,M,92752959,84872653,56,14
92753056,84872728,C,41,20437,5/6/2016 0:00,8,6,,,84872728,95707633,16,M,92753056,84872728,56,41
92754960,84873494,C,20,20437,5/14/2016 0:00,15,6,,,84873494,95709482,,U,92754960,84873494,56,20
92754091,84873802,C,11,20454,5/7/2016 0:00,13,6,,,84873802,95707952,26,M,92754091,84873802,56,11
92756158,84874659,C,20,20437,5/16/2016 0:00,15,6,,,84874659,95709689,,U,92756158,84874659,56,20
92756772,84875208,C,41,20437,5/23/2016 0:00,14,6,,,84875208,95711346,12,M,92756772,84875208,56,41
92757652,84876079,C,41,20437,5/16/2016 0:00,8,6,,,84876079,95710950,10,M,92757652,84876079,56,41
92758470,84876821,C,20,20441,3/15/2016 0:00,20,4,5/2/2016 0:00,,84876821,95712044,22,M,92758470,84876821,56,20
92759323,84877671,C,20,20452,4/15/2016 0:00,0,6,,,84877671,95713213,27,M,92759323,84877671,56,20
92760421,84878304,C,20,20456,4/20/2016 0:00,8,6,,,84878304,95713928,18,M,92760421,84878304,56,20
92762458,84879515,C,13,20429,5/30/2016 0:00,6,6,,,84879515,95715955,38,M,92762458,84879515,56,13
92763118,84880170,C,20,20456,5/4/2016 0:00,21,6,,,84880170,95716363,60,M,92763118,84880170,56,20
92762580,84880636,C,41,20441,4/19/2016 0:00,14,2,5/10/2016 0:00,,84880636,95716466,13,M,92762580,84880636,56,41
92763077,84881718,C,20,20445,3/5/2016 0:00,21,6,,,84881718,95717614,28,M,92763077,84881718,56,20
92766644,84883484,C,3,20460,1/17/2016 0:00,2,6,,,84883484,95721175,36,M,92766644,84883484,56,3
92766154,84883675,C,20,20445,4/11/2016 0:00,4,6,,,84883675,95719687,21,M,92766154,84883675,56,20
92766605,84884110,C,46,20471,4/18/2016 0:00,20,6,,,84884110,95720531,87,M,92766605,84884110,56,46
92767819,84884792,C,20,20460,2/8/2016 0:00,8,6,,,84884792,95721020,59,M,92767819,84884792,56,20
92769435,84885251,C,20,20460,3/17/2016 0:00,0,4,3/18/2016 0:00,,84885251,95722647,50,M,92769435,84885251,56,20
92769479,84885287,C,20,20445,4/30/2016 0:00,9,6,,,84885287,95723047,24,M,92769479,84885287,56,20
92769553,84886187,C,20,20466,5/2/2016 0:00,15,6,,,84886187,95722774,51,M,92769553,84886187,56,20
92771167,84886872,C,41,20445,5/2/2016 0:00,13,6,,,84886872,95724461,15,M,92771167,84886872,56,41
92771469,84887155,C,20,20460,4/26/2016 0:00,20,6,,,84887155,95724029,55,M,92771469,84887155,56,20
92772851,84889241,C,20,20445,3/1/2016 0:00,0,2,5/9/2016 0:00,,84889241,95727262,52,M,92772851,84889241,56,20
92772861,84889249,C,20,20445,5/9/2016 0:00,23,6,,,84889249,95727276,,,92772861,84889249,56,20
92772400,84889876,C,20,20460,5/3/2016 0:00,1,6,,,84889876,95725826,15,M,92772400,84889876,56,20
92773419,84890067,C,20,20473,5/7/2016 0:00,23,6,,,84890067,95726008,20,M,92773419,84890067,56,20
92774115,84890517,C,20,20473,5/16/2016 0:00,1,6,,,84890517,95728486,17,M,92774115,84890517,56,20
92775212,84891769,C,20,20445,5/11/2016 0:00,18,2,5/11/2016 0:00,,84891769,95727831,44,M,92775212,84891769,56,20
92778288,84894144,C,11,20445,4/28/2016 0:00,0,4,5/18/2016 0:00,,84894144,95731667,33,M,92778288,84894144,56,11
,,,,,,,,,,84894144,95731668,19,M,92778288,84894144,56,11
92780787,84896756,C,25,20445,5/24/2016 0:00,8,6,,,84896756,95734508,,F,92780787,84896756,56,25
92782257,84897197,C,13,20445,5/28/2016 0:00,0,6,,,84897197,95734942,,,92782257,84897197,56,13
92781416,84897307,C,18,20475,1/21/2016 0:00,0,6,,,84897307,95735891,,U,92781416,84897307,56,18
92782149,84897545,C,20,20460,5/27/2016 0:00,12,6,,,84897545,95734841,,,92782149,84897545,56,20
92782414,84897799,C,20,20475,1/23/2016 0:00,23,6,,,84897799,95736116,56,M,92782414,84897799,56,20
92782491,84897871,C,19,20445,5/31/2016 0:00,0,6,,,84897871,95736196,43,M,92782491,84897871,56,19
92782573,84897947,C,20,20475,2/11/2016 0:00,12,2,5/29/2016 0:00,,84897947,95736283,9,M,92782573,84897947,56,20
92784182,84898481,C,20,20475,4/16/2016 0:00,10,6,,,84898481,95736936,55,M,92784182,84898481,56,20
92786206,84900418,C,20,20475,1/1/2016 0:00,21,6,,,84900418,95739986,34,M,92786206,84900418,56,20
92783835,84900589,C,20,20475,4/24/2016 0:00,3,6,,,84900589,95738389,37,M,92783835,84900589,56,20
92784821,84900937,C,18,20475,4/30/2016 0:00,17,2,5/29/2016 0:00,,84900937,95739599,34,M,92784821,84900937,56,18
92801608,84915626,C,20,20475,5/7/2016 0:00,21,2,5/30/2016 0:00,,84915626,95756162,15,M,92801608,84915626,56,20
92803333,84916230,C,24,20475,5/30/2016 0:00,15,6,,,84916230,95756849,34,M,92803333,84916230,56,24
92803796,84917623,C,25,20475,4/25/2016 0:00,18,2,5/31/2016 0:00,,84917623,95758280,63,M,92803796,84917623,56,25
92807921,84919494,C,20,20181,3/24/2016 0:00,0,6,,,84919494,95762386,30,M,92807921,84919494,56,20
93142851,85213036,C,20,20051,1/1/2016 0:00,18,6,,,85213036,96104344,29,F,93142851,85213036,56,20
,,,,,,,,,,85213036,96104343,30,M,93142851,85213036,56,20
93144276,85213396,C,20,20073,3/25/2016 0:00,0,6,,,85213396,96104756,45,M,93144276,85213396,56,20
93142757,85213937,C,20,20065,1/8/2016 0:00,14,6,,,85213937,96103720,42,M,93142757,85213937,56,20
93143584,85213958,A,15,20069,4/13/2016 0:00,10,6,,,85213958,96104248,,,93143584,85213958,56,15
93143654,85214003,C,25,20051,4/25/2016 0:00,3,6,,,85214003,96104315,,M,93143654,85214003,56,25
93143678,85214021,C,14,20065,2/28/2016 0:00,11,4,4/22/2016 0:00,,85214021,96104345,25,M,93143678,85214021,56,14
,,,,,,,,,,85214021,96104346,,M,93143678,85214021,56,14
93143847,85214159,C,13,20065,3/22/2016 0:00,20,2,5/21/2016 0:00,,85214159,96104497,,M,93143847,85214159,56,13
,,,,,,,,,,85214159,96104496,16,M,93143847,85214159,56,13
93145263,85214572,C,25,20065,5/8/2016 0:00,10,6,,,85214572,96104915,29,M,93145263,85214572,56,25
,,,,,,,,,,85214572,96104914,30,M,93145263,85214572,56,25
93144643,85214705,C,11,20051,6/4/2016 0:00,12,6,,,85214705,96105624,37,M,93144643,85214705,56,11
93146467,85215404,C,20,20073,5/1/2016 0:00,0,6,,,85215404,96106852,35,M,93146467,85215404,56,20
93146475,85215412,C,20,20051,6/9/2016 0:00,20,2,6/14/2016 0:00,,85215412,96107467,39,M,93146475,85215412,56,20
,,,,,,,,,,85215412,96107466,36,M,93146475,85215412,56,20
93146503,85215439,C,20,20065,5/27/2016 0:00,16,6,,,85215439,96107488,29,M,93146503,85215439,56,20
93145615,85215818,C,20,20073,3/25/2016 0:00,0,2,5/24/2016 0:00,,85215818,96106275,48,M,93145615,85215818,56,20
93145847,85216013,C,25,20074,3/24/2016 0:00,8,6,,,85216013,96106520,27,M,93145847,85216013,56,25
93146058,85216215,C,41,20085,4/19/2016 0:00,12,6,,,85216215,96106739,14,M,93146058,85216215,56,41
93148147,85216966,C,20,20090,4/10/2016 0:00,9,6,,,85216966,96108475,27,M,93148147,85216966,56,20
93147683,85217794,C,13,20090,3/1/2016 0:00,9,6,,,85217794,96108373,58,M,93147683,85217794,56,13
93149677,85219708,C,20,20065,6/4/2016 0:00,9,6,,,85219708,96110404,13,U,93149677,85219708,56,20
93150963,85220416,C,20,20113,3/8/2016 0:00,7,6,,,85220416,96111939,55,M,93150963,85220416,56,20
93151100,85220657,C,20,20122,6/6/2016 0:00,9,6,,,85220657,96113076,52,M,93151100,85220657,56,20
93152165,85220706,C,20,20122,6/4/2016 0:00,4,4,6/4/2016 0:00,,85220706,96112451,37,M,93152165,85220706,56,20
93152062,85221930,C,21,20113,6/6/2016 0:00,17,6,,,85221930,96112881,,U,93152062,85221930,56,21
93154222,85222753,C,20,20135,2/5/2016 0:00,15,6,,,85222753,96115177,14,M,93154222,85222753,56,20
93154264,85222796,C,20,20065,6/17/2016 0:00,15,6,,,85222796,96115219,45,M,93154264,85222796,56,20
93154058,85222835,C,25,20139,5/2/2016 0:00,9,4,6/7/2016 0:00,,85222835,96115247,88,M,93154058,85222835,56,25
93155381,85223151,C,20,20143,5/12/2016 0:00,,6,,,85223151,96116335,56,M,93155381,85223151,56,20
93154786,85223451,C,20,20130,3/24/2016 0:00,1,6,,,85223451,96115735,32,M,93154786,85223451,56,20
93154787,85223452,C,11,20145,6/1/2016 0:00,13,6,,,85223452,96115738,,M,93154787,85223452,56,11
93155039,85224387,C,20,20105,2/17/2016 0:00,16,2,5/19/2016 0:00,,85224387,96116008,31,M,93155039,85224387,56,20
93156084,85224407,C,20,20105,1/1/2016 0:00,8,2,6/9/2016 0:00,,85224407,96117081,33,M,93156084,85224407,56,20
93156119,85224437,C,31,20135,6/28/2016 0:00,0,6,,,85224437,96118061,,,93156119,85224437,56,31
93155900,85224597,C,13,20130,3/1/2016 0:00,16,6,,,85224597,96115892,,U,93155900,85224597,56,13
93155940,85224636,C,20,20135,6/18/2016 0:00,18,6,,,85224636,96116931,31,M,93155940,85224636,56,20
93155997,85224680,C,13,20130,4/20/2016 0:00,3,6,,,85224680,96115969,,,93155997,85224680,56,13
93156074,85224749,C,14,20130,4/25/2016 0:00,16,6,,,85224749,96116026,30,M,93156074,85224749,56,14
93156141,85224799,C,20,20153,6/21/2016 0:00,15,6,,,85224799,96117137,38,M,93156141,85224799,56,20
93156305,85224950,C,20,20144,4/22/2016 0:00,16,6,,,85224950,96117309,35,F,93156305,85224950,56,20
93156546,85225160,C,20,20144,5/28/2016 0:00,21,4,6/22/2016 0:00,,85225160,96117564,20,M,93156546,85225160,56,20
93157771,85225919,C,20,20105,4/2/2016 0:00,21,2,4/29/2016 0:00,,85225919,96117667,17,M,93157771,85225919,56,20
93158051,85226161,C,20,20160,6/12/2016 0:00,6,6,,,85226161,96117993,41,M,93158051,85226161,56,20
93160073,85227830,C,20,20105,5/8/2016 0:00,3,2,6/12/2016 0:00,,85227830,96121067,28,M,93160073,85227830,56,20
93159008,85228680,C,25,20148,6/27/2016 0:00,0,6,,,85228680,96120009,25,M,93159008,85228680,56,25
93160372,85228692,C,20,20177,5/23/2016 0:00,15,6,,,85228692,96121364,30,M,93160372,85228692,56,20
93160643,85228923,C,20,20185,2/1/2016 0:00,0,6,,,85228923,96121632,,M,93160643,85228923,56,20
