offense_id,incident_id,attempt_complete_flag,location_id,agency_id,incident_date,incident_hour,cleared_except_id,cleared_except_date,,incident_id,offender_id,age,sex_code,Offense- Offense ID,Offense-Incident ID,Offense- Offense Type ID,Offense-Location ID
93963785,85926902,C,13,20289,7/29/2016 0:00,14,6,,,85926902,96930366,42,M,93963785,85926902,56,13
93965128,85927168,C,41,20129,4/11/2016 0:00,12,4,7/23/2016 0:00,,85927168,96930692,11,M,93965128,85927168,56,41
93965311,85927329,C,13,20129,5/16/2016 0:00,16,4,7/23/2016 0:00,,85927329,96930875,12,M,93965311,85927329,56,13
93965316,85927334,C,41,20129,5/15/2016 0:00,12,4,7/23/2016 0:00,,85927334,96931169,11,M,93965316,85927334,56,41
93964610,85927666,C,20,20416,5/31/2016 0:00,9,6,,,85927666,96931361,17,M,93964610,85927666,56,20
93964691,85927736,C,46,20129,6/15/2016 0:00,18,6,,,85927736,96931447,30,M,93964691,85927736,56,46
93968516,85930333,C,46,20424,5/25/2016 0:00,8,2,7/31/2016 0:00,,85930333,96935277,60,M,93968516,85930333,56,46
93969202,85931009,C,13,20129,6/14/2016 0:00,19,6,,,85931009,96934816,,,93969202,85931009,56,13
93968804,85931588,C,24,20424,3/5/2016 0:00,20,6,,,85931588,96935583,,U,93968804,85931588,56,24
93969831,85931717,C,18,20424,6/21/2016 0:00,16,2,7/18/2016 0:00,,85931717,96936439,57,M,93969831,85931717,56,18
93969973,85932674,C,23,20408,7/12/2016 0:00,18,6,,,85932674,96936570,63,M,93969973,85932674,56,23
93972832,85934333,C,20,20408,7/14/2016 0:00,19,6,,,85934333,96939633,7,M,93972832,85934333,56,20
93973147,85934702,C,20,20408,6/30/2016 0:00,20,6,,,85934702,96938721,,M,93973147,85934702,56,20
93972534,85934800,C,14,20424,7/8/2016 0:00,19,6,,,85934800,96939336,18,M,93972534,85934800,56,14
93973488,85935001,C,20,20435,5/29/2016 0:00,20,2,7/26/2016 0:00,,85935001,96940075,22,M,93973488,85935001,56,20
93977808,85939086,C,20,20433,7/16/2016 0:00,23,6,,,85939086,96945249,19,M,93977808,85939086,56,20
93983083,85944094,C,25,20437,6/16/2016 0:00,21,2,7/5/2016 0:00,,85944094,96949643,15,F,93983083,85944094,56,25
,,,,,,,,,,85944094,96949644,16,F,93983083,85944094,56,25
93983087,85944098,C,20,20437,1/1/2016 0:00,0,6,,,85944098,96949649,48,M,93983087,85944098,56,20
93984443,85944430,C,20,20437,6/29/2016 0:00,18,6,,,85944430,96949985,14,F,93984443,85944430,56,20
,,,,,,,,,,85944430,96949987,,U,93984443,85944430,56,20
93985090,85944989,C,20,20437,7/3/2016 0:00,19,6,,,85944989,96951624,10,M,93985090,85944989,56,20
,,,,,,,,,,85944989,96951625,8,M,93985090,85944989,56,20
93986639,85946587,C,20,20129,6/1/2016 0:00,20,6,,,85946587,96953158,62,M,93986639,85946587,56,20
93987881,85947417,C,20,20429,4/10/2016 0:00,12,6,,,85947417,96954554,22,M,93987881,85947417,56,20
93989613,85949045,C,20,20429,7/13/2016 0:00,0,6,,,85949045,96956253,44,M,93989613,85949045,56,20
93990083,85949879,C,20,20437,7/17/2016 0:00,17,6,,,85949879,96956678,38,M,93990083,85949879,56,20
93991163,85949930,C,14,20437,5/28/2016 0:00,19,6,,,85949930,96955869,,U,93991163,85949930,56,14
93990339,85949968,C,20,20437,7/18/2016 0:00,12,6,,,85949968,96955909,38,M,93990339,85949968,56,20
93990941,85950480,C,13,20437,7/14/2016 0:00,0,6,,,85950480,96957471,69,M,93990941,85950480,56,13
93991496,85950773,C,20,20429,7/15/2016 0:00,9,6,,,85950773,96958054,14,M,93991496,85950773,56,20
93993190,85951385,C,20,20441,2/2/2016 0:00,14,4,7/1/2016 0:00,,85951385,96958756,16,M,93993190,85951385,56,20
93993465,85952630,C,20,20452,4/10/2016 0:00,23,6,,,85952630,96958022,19,M,93993465,85952630,56,20
93993661,85952802,C,20,20437,7/25/2016 0:00,20,6,,,85952802,96959248,28,M,93993661,85952802,56,20
93993987,85953066,C,20,20441,2/29/2016 0:00,11,6,,,85953066,96959585,52,M,93993987,85953066,56,20
93999047,85957814,C,20,20429,1/1/2016 0:00,0,6,,,85957814,96964915,55,M,93999047,85957814,56,20
93999896,85958939,C,7,20129,6/25/2016 0:00,20,6,,,85958939,96966337,,,93999896,85958939,56,7
94004326,85961226,A,36,20468,7/5/2016 0:00,8,2,7/7/2016 0:00,,85961226,96969821,31,M,94004326,85961226,56,36
94005931,85964214,C,41,20445,5/23/2016 0:00,8,6,,,85964214,96972476,16,M,94005931,85964214,56,41
94008075,85965272,C,5,20471,7/8/2016 0:00,12,6,,,85965272,96973986,42,M,94008075,85965272,56,5
94008294,85965963,C,20,20460,1/19/2016 0:00,12,6,,,85965963,96973771,29,M,94008294,85965963,56,20
94010675,85967212,C,20,20460,4/1/2016 0:00,12,2,7/31/2016 0:00,,85967212,96977086,51,M,94010675,85967212,56,20
94010744,85967262,C,46,20472,3/15/2016 0:00,0,6,,,85967262,96976749,,,94010744,85967262,56,46
94009523,85967634,C,20,20460,3/15/2016 0:00,6,4,3/21/2016 0:00,,85967634,96976080,36,M,94009523,85967634,56,20
94010757,85968268,C,20,20466,5/19/2016 0:00,19,4,7/27/2016 0:00,,85968268,96976757,15,M,94010757,85968268,56,20
,,,,,,,,,,85968268,96976756,13,M,94010757,85968268,56,20
94011524,85968591,C,20,20445,6/22/2016 0:00,3,6,,,85968591,96977563,23,M,94011524,85968591,56,20
94014259,85969444,C,20,20460,6/5/2016 0:00,5,6,,,85969444,96979645,22,M,94014259,85969444,56,20
94014299,85970629,C,20,20460,6/10/2016 0:00,18,6,,,85970629,96979678,15,M,94014299,85970629,56,20
94015263,85971416,C,14,20460,7/1/2016 0:00,0,6,,,85971416,96980870,27,M,94015263,85971416,56,14
94013924,85971862,C,13,20456,7/22/2016 0:00,19,6,,,85971862,96981165,,U,94013924,85971862,56,13
94016357,85972606,C,20,20445,7/3/2016 0:00,12,6,,,85972606,96981764,36,M,94016357,85972606,56,20
94016438,85972671,C,20,20466,6/28/2016 0:00,17,6,,,85972671,96981840,5,F,94016438,85972671,56,20
94017481,85974602,C,41,20441,1/19/2016 0:00,15,4,2/5/2016 0:00,,85974602,96983860,10,M,94017481,85974602,56,41
,,,,,,,,,,85974602,96983859,11,M,94017481,85974602,56,41
,,,,,,,,,,85974602,96983861,8,M,94017481,85974602,56,41
94018066,85975142,C,20,20460,7/2/2016 0:00,0,4,7/29/2016 0:00,,85975142,96985472,13,M,94018066,85975142,56,20
94018878,85975297,C,20,20441,1/15/2016 0:00,15,2,3/25/2016 0:00,,85975297,96984481,40,M,94018878,85975297,56,20
94019407,85975772,C,20,20473,2/1/2016 0:00,0,6,,,85975772,96984599,11,M,94019407,85975772,56,20
,,,,,,,,,,85975772,96984603,8,M,94019407,85975772,56,20
94020350,85976101,C,20,20473,6/28/2016 0:00,0,2,7/31/2016 0:00,,85976101,96984943,19,M,94020350,85976101,56,20
94019861,85976862,C,20,20473,7/29/2016 0:00,0,6,,,85976862,96986288,8,M,94019861,85976862,56,20
94024634,85980351,C,13,20445,7/17/2016 0:00,17,6,,,85980351,96991088,33,F,94024634,85980351,56,13
94026036,85982464,C,20,20445,7/20/2016 0:00,14,6,,,85982464,96992656,21,M,94026036,85982464,56,20
94028684,85984285,C,12,20129,7/14/2016 0:00,15,4,7/14/2016 0:00,,85984285,96995260,37,M,94028684,85984285,56,12
94028781,85984369,C,13,20460,7/26/2016 0:00,0,6,,,85984369,96994945,49,M,94028781,85984369,56,13
94029590,85984998,C,20,20475,3/3/2016 0:00,15,6,,,85984998,96996412,56,M,94029590,85984998,56,20
94029998,85985382,C,16,20445,7/27/2016 0:00,10,6,,,85985382,96996818,,M,94029998,85985382,56,16
94029055,85985642,C,20,20460,7/27/2016 0:00,3,6,,,85985642,96995654,,,94029055,85985642,56,20
94030794,85986366,C,20,20445,7/8/2016 0:00,15,6,,,85986366,96997451,14,M,94030794,85986366,56,20
94031625,85986960,C,25,20460,7/15/2016 0:00,0,6,,,85986960,96998499,29,M,94031625,85986960,56,25
94033113,85987409,C,32,20460,7/28/2016 0:00,12,2,7/31/2016 0:00,,85987409,96999136,6,F,94033113,85987409,56,32
94032911,85988431,C,20,20475,3/25/2016 0:00,9,2,7/18/2016 0:00,,85988431,96999589,32,M,94032911,85988431,56,20
94033375,85988636,C,20,20129,5/1/2016 0:00,12,6,,,85988636,97000293,,,94033375,85988636,56,20
94035715,85990194,C,20,20475,6/14/2016 0:00,2,6,,,85990194,97002437,18,M,94035715,85990194,56,20
94038112,85992171,C,1,20129,7/24/2016 0:00,20,6,,,85992171,97005266,36,M,94038112,85992171,56,1
94042359,85996725,C,13,20475,7/7/2016 0:00,19,6,,,85996725,97009148,13,M,94042359,85996725,56,13
94042968,85997304,C,21,20475,7/9/2016 0:00,15,6,,,85997304,97010640,,U,94042968,85997304,56,21
,,,,,,,,,,85997304,97009782,,U,94042968,85997304,56,21
94043085,85997429,C,18,20475,7/11/2016 0:00,4,6,,,85997429,97009912,34,M,94043085,85997429,56,18
94044106,85997451,C,20,20475,7/10/2016 0:00,23,4,7/19/2016 0:00,,85997451,97009931,76,M,94044106,85997451,56,20
94048162,86002381,C,20,20475,7/21/2016 0:00,20,6,,,86002381,97016112,46,M,94048162,86002381,56,20
94306229,86228459,C,3,20050,8/28/2016 0:00,0,4,8/31/2016 0:00,,86228459,97276076,32,M,94306229,86228459,56,3
94305546,86229229,C,20,20051,2/22/2016 0:00,15,6,,,86229229,97275575,,M,94305546,86229229,56,20
94306366,86229578,C,14,20051,3/8/2016 0:00,7,2,8/29/2016 0:00,,86229578,97276209,48,M,94306366,86229578,56,14
94308168,86230266,C,20,20073,6/11/2016 0:00,17,4,7/22/2016 0:00,,86230266,97276971,55,M,94308168,86230266,56,20
94307279,86230834,C,20,20074,7/15/2016 0:00,19,6,,,86230834,97277281,14,M,94307279,86230834,56,20
94307821,86231301,C,20,20068,4/25/2016 0:00,13,6,,,86231301,97277859,21,M,94307821,86231301,56,20
94309258,86232688,C,20,20068,6/12/2016 0:00,8,6,,,86232688,97279318,11,M,94309258,86232688,56,20
94309387,86232805,C,18,20051,6/19/2016 0:00,0,6,,,86232805,97279463,19,M,94309387,86232805,56,18
94309523,86232930,C,20,20085,7/13/2016 0:00,15,6,,,86232930,97279616,5,M,94309523,86232930,56,20
94309720,86233105,C,11,20065,7/29/2016 0:00,14,6,,,86233105,97279809,35,M,94309720,86233105,56,11
94310063,86233406,C,20,20073,8/1/2016 0:00,20,2,8/8/2016 0:00,,86233406,97281172,38,M,94310063,86233406,56,20
94310658,86233576,C,20,20051,7/24/2016 0:00,2,6,,,86233576,97280031,38,M,94310658,86233576,56,20
94312328,86234162,C,13,20065,8/2/2016 0:00,22,6,,,86234162,97282206,,,94312328,86234162,56,13
94311327,86234642,C,20,20051,7/26/2016 0:00,8,6,,,86234642,97281431,15,M,94311327,86234642,56,20
94313659,86236789,C,20,20065,8/5/2016 0:00,14,6,,,86236789,97283762,46,M,94313659,86236789,56,20
94316077,86239019,C,14,20065,8/12/2016 0:00,1,6,,,86239019,97287162,32,M,94316077,86239019,56,14
94317342,86239233,C,20,20065,8/13/2016 0:00,14,6,,,86239233,97287406,21,M,94317342,86239233,56,20
94319224,86239973,C,20,20121,1/1/2016 0:00,,6,,,86239973,97289254,30,M,94319224,86239973,56,20
94319333,86240064,C,20,20112,8/9/2016 0:00,17,6,,,86240064,97289362,,,94319333,86240064,56,20
94318949,86241365,C,13,20065,8/19/2016 0:00,14,6,,,86241365,97288794,,M,94318949,86241365,56,13
94318966,86241377,C,20,20113,7/7/2016 0:00,0,6,,,86241377,97288811,17,M,94318966,86241377,56,20
94319083,86241478,C,40,20133,7/13/2016 0:00,14,6,,,86241478,97288936,27,M,94319083,86241478,56,40
94319091,86241485,C,40,20133,5/5/2016 0:00,14,6,,,86241485,97288943,27,M,94319091,86241485,56,40
94319970,86241621,C,13,20065,8/21/2016 0:00,2,6,,,86241621,97289969,35,M,94319970,86241621,56,13
94319993,86241637,C,40,20133,7/13/2016 0:00,14,6,,,86241637,97289996,27,M,94319993,86241637,56,40
94320676,86242124,C,20,20137,7/10/2016 0:00,17,6,,,86242124,97290566,,,94320676,86242124,56,20
94320130,86242523,C,40,20133,7/13/2016 0:00,14,6,,,86242523,97288984,27,M,94320130,86242523,56,40
94320756,86243078,A,11,20113,8/19/2016 0:00,0,6,,,86243078,97291631,29,M,94320756,86243078,56,11
94320995,86243278,C,20,20065,8/25/2016 0:00,19,6,,,86243278,97291882,36,M,94320995,86243278,56,20
94322227,86243696,C,20,20105,4/26/2016 0:00,1,6,,,86243696,97292248,26,M,94322227,86243696,56,20
94323058,86244415,C,20,20105,5/31/2016 0:00,15,2,6/12/2016 0:00,,86244415,97294052,11,M,94323058,86244415,56,20
94324584,86245442,A,20,20105,6/8/2016 0:00,10,6,,,86245442,97294599,77,F,94324584,86245442,56,20
94324351,86245664,C,20,20148,2/26/2016 0:00,14,2,8/31/2016 0:00,,86245664,97294376,59,M,94324351,86245664,56,20
94324547,86245830,C,20,20153,8/15/2016 0:00,16,6,,,86245830,97294560,,M,94324547,86245830,56,20
94325620,86246104,C,20,20148,5/19/2016 0:00,0,6,,,86246104,97295514,29,M,94325620,86246104,56,20
94325645,86246153,C,20,20144,8/2/2016 0:00,20,2,8/8/2016 0:00,,86246153,97295542,27,M,94325645,86246153,56,20
94325827,86246339,C,20,20162,2/10/2016 0:00,0,6,,,86246339,97295714,61,M,94325827,86246339,56,20
94326244,86246389,C,20,20105,6/17/2016 0:00,19,4,8/2/2016 0:00,,86246389,97296244,14,M,94326244,86246389,56,20
94326099,86246999,C,20,20148,4/29/2016 0:00,22,6,,,86246999,97295988,22,M,94326099,86246999,56,20
94327148,86247044,C,25,20148,7/20/2016 0:00,0,6,,,86247044,97296033,31,M,94327148,86247044,56,25
94326641,86247056,C,20,20148,7/21/2016 0:00,19,4,8/31/2016 0:00,,86247056,97297053,15,M,94326641,86247056,56,20
94326621,86247743,C,25,20105,6/23/2016 0:00,20,6,,,86247743,97296644,,M,94326621,86247743,56,25
94330709,86249360,C,20,20105,6/9/2016 0:00,17,4,8/3/2016 0:00,,86249360,97300706,58,M,94330709,86249360,56,20
94330771,86250572,C,20,20174,4/12/2016 0:00,0,6,,,86250572,97300771,43,M,94330771,86250572,56,20
94332259,86251031,C,20,20178,4/2/2016 0:00,21,6,,,86251031,97301284,35,M,94332259,86251031,56,20
94332758,86251454,C,5,20105,4/1/2016 0:00,0,6,,,86251454,97301748,67,M,94332758,86251454,56,5
94331015,86251588,C,20,20174,5/20/2016 0:00,23,6,,,86251588,97300997,50,M,94331015,86251588,56,20
94332616,86252148,A,18,20177,3/2/2016 0:00,20,6,,,86252148,97302414,40,M,94332616,86252148,56,18
94332783,86252300,C,20,20105,7/11/2016 0:00,18,2,8/1/2016 0:00,,86252300,97302586,39,M,94332783,86252300,56,20
94332935,86252610,C,20,20129,4/9/2016 0:00,10,2,8/22/2016 0:00,,86252610,97301936,13,M,94332935,86252610,56,20
94334851,86253310,C,20,20185,1/23/2016 0:00,0,2,8/18/2016 0:00,,86253310,97303786,48,M,94334851,86253310,56,20
94334138,86253589,C,20,20177,6/9/2016 0:00,10,6,,,86253589,97302926,24,M,94334138,86253589,56,20
94336806,86255068,C,20,20185,5/20/2016 0:00,0,6,,,86255068,97306544,2,M,94336806,86255068,56,20
,,,,,,,,,,86255068,97306541,4,M,94336806,86255068,56,20
94336436,86255745,C,20,20185,5/13/2016 0:00,23,2,8/16/2016 0:00,,86255745,97306192,18,M,94336436,86255745,56,20
94337171,86256343,C,11,20202,8/9/2016 0:00,,2,8/10/2016 0:00,,86256343,97306881,29,M,94337171,86256343,56,11
94339708,86258744,C,41,20129,6/1/2016 0:00,16,6,,,86258744,97310368,,,94339708,86258744,56,41
94340897,86258884,C,20,20212,5/31/2016 0:00,8,2,8/17/2016 0:00,,86258884,97309808,19,M,94340897,86258884,56,20
94339886,86258905,C,38,20212,6/13/2016 0:00,7,2,8/17/2016 0:00,,86258905,97310541,19,M,94339886,86258905,56,38
94342233,86259273,C,20,20105,2/1/2016 0:00,8,6,,,86259273,97311225,55,F,94342233,86259273,56,20
94342309,86260206,C,20,20129,6/6/2016 0:00,16,5,8/10/2016 0:00,,86260206,97310951,15,M,94342309,86260206,56,20
94342435,86260295,C,20,20185,4/1/2016 0:00,12,6,,,86260295,97312072,62,M,94342435,86260295,56,20
94342621,86260459,C,15,20194,8/19/2016 0:00,20,6,,,86260459,97312249,20,M,94342621,86260459,56,15
94341761,86260658,C,20,20129,6/6/2016 0:00,20,6,,,86260658,97312244,35,M,94341761,86260658,56,20
94344232,86261228,C,20,20212,8/29/2016 0:00,16,6,,,86261228,97312855,20,M,94344232,86261228,56,20
94342783,86261573,C,25,20212,8/19/2016 0:00,9,6,,,86261573,97312395,48,M,94342783,86261573,56,25
94343153,86261785,C,20,20216,6/23/2016 0:00,17,6,,,86261785,97313051,58,M,94343153,86261785,56,20
94344971,86263659,C,20,20129,6/25/2016 0:00,23,6,,,86263659,97314576,43,F,94344971,86263659,56,20
94346925,86264492,C,4,20239,7/3/2016 0:00,17,6,,,86264492,97316498,30,M,94346925,86264492,56,4
94348290,86265047,C,20,20239,7/13/2016 0:00,8,6,,,86265047,97317481,5,F,94348290,86265047,56,20
94347609,86265059,C,20,20105,3/1/2016 0:00,8,6,,,86265059,97317499,25,M,94347609,86265059,56,20
94347947,86266134,C,20,20211,7/25/2016 0:00,13,4,7/29/2016 0:00,,86266134,97318223,26,M,94347947,86266134,56,20
94349388,86266719,C,18,20245,6/2/2016 0:00,15,6,,,86266719,97319303,10,M,94349388,86266719,56,18
94349855,86267124,C,21,20129,7/18/2016 0:00,23,6,,,86267124,97319766,,,94349855,86267124,56,21
94349405,86267529,C,20,20245,6/24/2016 0:00,22,2,8/9/2016 0:00,,86267529,97319312,43,M,94349405,86267529,56,20
94349096,86267539,C,20,20238,8/15/2016 0:00,2,6,,,86267539,97318644,,,94349096,86267539,56,20
94350274,86267703,C,20,20239,8/22/2016 0:00,13,6,,,86267703,97318824,29,M,94350274,86267703,56,20
94352228,86268691,C,20,20255,8/14/2016 0:00,0,6,,,86268691,97320741,55,M,94352228,86268691,56,20
94353269,86269329,C,20,20261,5/13/2016 0:00,6,2,8/23/2016 0:00,,86269329,97323178,33,M,94353269,86269329,56,20
94352738,86270014,C,20,20211,8/16/2016 0:00,16,6,,,86270014,97322250,25,M,94352738,86270014,56,20
94352954,86270196,C,20,20260,8/15/2016 0:00,12,6,,,86270196,97322466,,,94352954,86270196,56,20
94353793,86270783,C,20,20211,8/21/2016 0:00,18,6,,,86270783,97323715,,M,94353793,86270783,56,20
94354866,86272000,C,20,20269,8/21/2016 0:00,18,6,,,86272000,97324390,,,94354866,86272000,56,20
94355666,86272348,A,20,20105,7/10/2016 0:00,22,6,,,86272348,97325579,22,M,94355666,86272348,56,20
94356711,86273731,C,20,20271,3/2/2016 0:00,10,6,,,86273731,97326211,59,M,94356711,86273731,56,20
94357712,86274183,C,20,20283,2/29/2016 0:00,12,4,8/30/2016 0:00,,86274183,97327652,28,M,94357712,86274183,56,20
94359033,86275263,C,20,20271,7/22/2016 0:00,18,2,7/31/2016 0:00,,86275263,97328519,12,M,94359033,86275263,56,20
94359550,86275298,C,25,20105,8/27/2016 0:00,23,6,,,86275298,97329456,21,F,94359550,86275298,56,25
94358773,86275613,C,20,20271,6/9/2016 0:00,0,6,,,86275613,97328241,,,94358773,86275613,56,20
94360185,86275972,C,20,20271,7/5/2016 0:00,11,6,,,86275972,97329605,54,M,94360185,86275972,56,20
94360886,86277074,C,20,20271,8/26/2016 0:00,23,6,,,86277074,97330364,23,M,94360886,86277074,56,20
94360798,86277540,C,20,20105,8/29/2016 0:00,10,6,,,86277540,97330264,,U,94360798,86277540,56,20
94360974,86277688,C,20,20129,8/4/2016 0:00,21,6,,,86277688,97330447,,,94360974,86277688,56,20
94361737,86277845,C,13,20297,7/1/2016 0:00,0,6,,,86277845,97331602,13,F,94361737,86277845,56,13
94362356,86277995,C,20,20297,8/16/2016 0:00,0,6,,,86277995,97330788,26,F,94362356,86277995,56,20
94362550,86278190,C,25,20308,7/30/2016 0:00,15,6,,,86278190,97331982,,M,94362550,86278190,56,25
,,,,,,,,,,86278190,97331984,24,M,94362550,86278190,56,25
94363187,86278669,C,20,20297,7/29/2016 0:00,0,6,,,86278669,97331042,57,M,94363187,86278669,56,20
94363379,86278825,C,20,20308,8/18/2016 0:00,0,6,,,86278825,97333129,,M,94363379,86278825,56,20
94364838,86280326,C,20,20309,5/13/2016 0:00,17,4,8/3/2016 0:00,,86280326,97335311,48,M,94364838,86280326,56,20
94365806,86280458,C,41,20309,8/3/2016 0:00,18,6,,,86280458,97334563,,M,94365806,86280458,56,41
94364771,86280804,C,20,20318,3/14/2016 0:00,,2,8/24/2016 0:00,,86280804,97335243,45,M,94364771,86280804,56,20
,,,,,,,,,,86280804,97334334,30,F,94364771,86280804,56,20
94367326,86281433,C,20,20331,7/1/2016 0:00,,6,,,86281433,97336087,18,M,94367326,86281433,56,20
94366657,86282056,C,20,20309,8/16/2016 0:00,19,6,,,86282056,97337091,,M,94366657,86282056,56,20
94366718,86282099,C,20,20335,3/1/2016 0:00,,6,,,86282099,97336379,25,M,94366718,86282099,56,20
94369127,86282467,C,20,20336,7/2/2016 0:00,0,6,,,86282467,97336890,25,M,94369127,86282467,56,20
94366711,86282691,C,20,20338,6/1/2016 0:00,6,6,,,86282691,97337136,46,M,94366711,86282691,56,20
94367728,86282784,C,20,20336,7/28/2016 0:00,10,6,,,86282784,97337227,68,M,94367728,86282784,56,20
94366838,86282845,C,20,20336,8/2/2016 0:00,23,6,,,86282845,97336548,44,M,94366838,86282845,56,20
94371134,86284331,C,20,20354,8/12/2016 0:00,14,6,,,86284331,97339560,31,M,94371134,86284331,56,20
94370215,86284401,C,31,20348,7/23/2016 0:00,19,6,,,86284401,97340062,,M,94370215,86284401,56,31
94369660,86284626,A,20,20358,7/3/2016 0:00,,6,,,86284626,97339093,64,M,94369660,86284626,56,20
94369926,86284858,C,13,20354,8/9/2016 0:00,23,6,,,86284858,97339353,34,M,94369926,86284858,56,13
94370012,86284936,C,20,20348,7/8/2016 0:00,16,6,,,86284936,97339424,14,M,94370012,86284936,56,20
94371488,86285686,C,25,20354,8/17/2016 0:00,10,6,,,86285686,97339960,12,M,94371488,86285686,56,25
94372205,86286157,C,20,20354,8/21/2016 0:00,21,6,,,86286157,97341516,31,M,94372205,86286157,56,20
94373382,86287287,C,20,20370,6/26/2016 0:00,13,2,8/18/2016 0:00,,86287287,97341879,6,M,94373382,86287287,56,20
94375498,86288382,C,1,20356,7/5/2016 0:00,8,6,,,86288382,97344029,50,M,94375498,86288382,56,1
94376717,86290145,C,20,20356,7/28/2016 0:00,2,6,,,86290145,97346557,22,M,94376717,86290145,56,20
94376382,86290815,C,20,20363,6/17/2016 0:00,17,6,,,86290815,97346214,,M,94376382,86290815,56,20
94376575,86290994,C,20,20383,8/9/2016 0:00,0,6,,,86290994,97345832,,M,94376575,86290994,56,20
94377528,86291223,C,13,20129,8/13/2016 0:00,22,4,8/14/2016 0:00,,86291223,97347052,28,M,94377528,86291223,56,13
94376971,86291348,C,20,20363,7/17/2016 0:00,8,6,,,86291348,97347202,,M,94376971,86291348,56,20
94377795,86291484,C,20,20363,7/27/2016 0:00,0,6,,,86291484,97346967,8,F,94377795,86291484,56,20
94378420,86291746,C,20,20363,1/1/2016 0:00,8,6,,,86291746,97348265,26,M,94378420,86291746,56,20
94383368,86296763,C,21,20129,8/16/2016 0:00,23,6,,,86296763,97351893,24,M,94383368,86296763,56,21
94382738,86296780,C,20,20129,8/16/2016 0:00,9,6,,,86296780,97352656,68,M,94382738,86296780,56,20
94385890,86298119,C,18,20406,5/31/2016 0:00,11,6,,,86298119,97355463,,U,94385890,86298119,56,18
94386465,86299325,C,20,20408,5/11/2016 0:00,20,2,8/23/2016 0:00,,86299325,97356445,49,M,94386465,86299325,56,20
94386769,86299573,C,20,20408,5/17/2016 0:00,22,6,,,86299573,97356745,22,M,94386769,86299573,56,20
94389623,86301839,C,20,20129,1/16/2016 0:00,12,6,,,86301839,97360253,19,M,94389623,86301839,56,20
94389482,86302588,C,18,20417,7/28/2016 0:00,17,6,,,86302588,97359102,,M,94389482,86302588,56,18
94391501,86303491,C,20,20406,8/26/2016 0:00,0,4,8/31/2016 0:00,,86303491,97362144,29,M,94391501,86303491,56,20
94396689,86307926,C,20,20424,6/25/2016 0:00,12,6,,,86307926,97365910,23,M,94396689,86307926,56,20
94397332,86308896,C,20,20424,6/29/2016 0:00,21,6,,,86308896,97365967,30,M,94397332,86308896,56,20
94397615,86309175,C,20,20429,4/24/2016 0:00,2,2,8/15/2016 0:00,,86309175,97368171,19,M,94397615,86309175,56,20
94400256,86310290,C,20,20416,8/9/2016 0:00,10,6,,,86310290,97370356,33,M,94400256,86310290,56,20
94401648,86311981,C,46,20408,8/12/2016 0:00,20,6,,,86311981,97371373,,M,94401648,86311981,56,46
94402081,86313230,C,8,20429,7/19/2016 0:00,18,6,,,86313230,97372382,27,M,94402081,86313230,56,8
94406367,86317074,C,25,20437,1/1/2016 0:00,0,6,,,86317074,97376490,41,M,94406367,86317074,56,25
94407455,86317394,C,41,20437,5/19/2016 0:00,12,6,,,86317394,97377213,,U,94407455,86317394,56,41
94407043,86318693,C,20,20408,8/22/2016 0:00,8,6,,,86318693,97378173,39,F,94407043,86318693,56,20
94408218,86318832,C,25,20437,6/1/2016 0:00,0,6,,,86318832,97378351,22,F,94408218,86318832,56,25
94410800,86320386,C,13,20408,8/25/2016 0:00,21,6,,,86320386,97380922,17,F,94410800,86320386,56,13
,,,,,,,,,,86320386,97380921,19,M,94410800,86320386,56,13
94409096,86320615,C,20,20437,7/24/2016 0:00,21,6,,,86320615,97380236,69,M,94409096,86320615,56,20
94410128,86320644,C,20,20437,7/24/2016 0:00,22,6,,,86320644,97380268,21,M,94410128,86320644,56,20
94416786,86325822,C,20,20441,4/9/2016 0:00,0,4,7/18/2016 0:00,,86325822,97386839,16,M,94416786,86325822,56,20
94418278,86326251,C,20,20458,1/22/2016 0:00,23,6,,,86326251,97388333,20,M,94418278,86326251,56,20
94418416,86326370,C,13,20437,8/24/2016 0:00,15,6,,,86326370,97388465,,U,94418416,86326370,56,13
94418744,86327464,C,20,20458,6/1/2016 0:00,17,6,,,86327464,97388794,15,M,94418744,86327464,56,20
94419054,86327954,C,20,20456,5/10/2016 0:00,0,6,,,86327954,97389101,45,M,94419054,86327954,56,20
94420875,86329696,C,18,20429,8/27/2016 0:00,23,6,,,86329696,97389886,,,94420875,86329696,56,18
94424031,86333040,C,14,20460,1/1/2016 0:00,8,6,,,86333040,97394728,57,M,94424031,86333040,56,14
94426801,86334398,C,13,20456,7/18/2016 0:00,21,6,,,86334398,97396504,,U,94426801,86334398,56,13
94426677,86334612,C,18,20456,7/18/2016 0:00,17,4,8/31/2016 0:00,,86334612,97396382,55,M,94426677,86334612,56,18
94426874,86334801,C,38,20471,5/19/2016 0:00,1,6,,,86334801,97396570,33,M,94426874,86334801,56,38
94428151,86335732,C,13,20445,5/19/2016 0:00,16,6,,,86335732,97396860,60,M,94428151,86335732,56,13
94428018,86336416,C,20,20471,8/18/2016 0:00,13,6,,,86336416,97399067,,M,94428018,86336416,56,20
94430703,86337453,C,20,20456,7/14/2016 0:00,16,2,8/17/2016 0:00,,86337453,97400503,17,M,94430703,86337453,56,20
94429455,86337815,C,20,20473,7/7/2016 0:00,20,2,8/18/2016 0:00,,86337815,97399509,17,M,94429455,86337815,56,20
